"no","release_tag","content","heading","content_label","issue_link","commit_link","pr_link","content_from","milestone",,,,,,,,,
6549,"v2.0.7.RELEASE","   Upgrade to Neo4j Ogm 3.1.5 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15293)",,,,,,,,,,,,,
6550,"v2.0.7.RELEASE","   Upgrade to Kotlin 1.2.71 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15292)",,,,,,,,,,,,,
6551,"v2.0.7.RELEASE","   Upgrade to Spring AMQP 2.0.10.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15256)",,,,,,,,,,,,,
6552,"v2.0.7.RELEASE","   Upgrade to Spring Session Apple-SR7 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15254)",,,,,,,,,,,,,
6553,"v2.0.7.RELEASE","   Upgrade to Spring Security 5.0.10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15253)",,,,,,,,,,,,,
6554,"v2.0.7.RELEASE","   Upgrade to Spring Integration 5.0.10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15251)",,,,,,,,,,,,,
6555,"v2.0.7.RELEASE","   Upgrade to Spring Cloud Connectors 2.0.4.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15250)",,,,,,,,,,,,,
6556,"v2.0.7.RELEASE","   Upgrade to Jetty El 8.5.33.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15249)",,,,,,,,,,,,,
6557,"v2.0.7.RELEASE","   Upgrade to Elasticsearch 5.6.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15248)",,,,,,,,,,,,,
6558,"v2.0.7.RELEASE","   Upgrade to Janino 3.0.11 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15247)",,,,,,,,,,,,,
6559,"v2.0.7.RELEASE","   Upgrade to Activemq 5.15.8 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15246)",,,,,,,,,,,,,
6560,"v2.0.7.RELEASE","   Upgrade to Javax Json 1.1.4 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15245)",,,,,,,,,,,,,
6561,"v2.0.7.RELEASE","   Upgrade to Reactor Bom Bismuth-SR14 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15244)",,,,,,,,,,,,,
6562,"v2.0.7.RELEASE","   Upgrade to Unboundid Ldapsdk 4.0.9 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15243)",,,,,,,,,,,,,
6563,"v2.0.7.RELEASE","   Upgrade to Spring Framework 5.0.11 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15189)",,,,,,,,,,,,,
6564,"v2.0.7.RELEASE","   Upgrade to Thymeleaf Extras Springsecurity4 3.0.4.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14997)",,,,,,,,,,,,,
6565,"v2.0.7.RELEASE","   Upgrade to Activemq 5.15.7 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14996)",,,,,,,,,,,,,
6566,"v2.0.7.RELEASE","   Upgrade to Reactor Bom Bismuth-SR13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14995)",,,,,,,,,,,,,
6567,"v2.0.7.RELEASE","   Upgrade to Ehcache 2.10.6 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14962)",,,,,,,,,,,,,
6568,"v2.0.7.RELEASE","   Upgrade to Thymeleaf 3.0.11.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14920)",,,,,,,,,,,,,
6569,"v2.0.7.RELEASE","   Upgrade to Spring Data Kay SR12 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14893)",,,,,,,,,,,,,
6584,"v1.5.18.RELEASE","   Update the homepage in the homebrew formula to avoid a redirect ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14851)",,,,,,,,,,,,,
6585,"v1.5.18.RELEASE","   AnnotationsPropertySource can throw a NPE when `javax` meta-annotations are present ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/15175)",,,,,,,,,,,,,
6586,"v1.5.18.RELEASE","   Allow early ServletRequest Autowiring with embedded containers ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/14990)",,,,,,,,,,,,,
6587,"v1.5.18.RELEASE","   Document launcher's use of temp directory for libraries that require unpacking ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/15180)",,,,,,,,,,,,,
6588,"v1.5.18.RELEASE","   Fixed typo in Maven Site doc ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/15176)",,,,,,,,,,,
6589,"v1.5.18.RELEASE","   Upgrade to Spring Data Ingalls-SR17 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15305)",,,,,,,,,,,,,
6590,"v1.5.18.RELEASE","   Upgrade to Jackson 2.8.11.20181123 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15289)",,,,,,,,,,,,,
6591,"v1.5.18.RELEASE","   Upgrade to Spring Security 4.2.10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15255)",,,,,,,,,,,,,
6592,"v1.5.18.RELEASE","   Upgrade to Spring Session 1.3.4.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15242)",,,,,,,,,,,,,
6593,"v1.5.18.RELEASE","   Upgrade to Spring Integration 4.3.18.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15241)",,,,,,,,,,,,,
6594,"v1.5.18.RELEASE","   Upgrade to Spring Cloud Connectors 1.2.7.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15240)",,,,,,,,,,,,,
6595,"v1.5.18.RELEASE","   Upgrade to Tomcat 8.5.35 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15238)",,,,,,,,,,,,,
6596,"v1.5.18.RELEASE","   Upgrade to Appengine Sdk 1.9.68 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15236)",,,,,,,,,,,,,
6597,"v1.5.18.RELEASE","   Upgrade to Spring Framework 4.3.21 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/15188)",,,,,,,,,,,,,
6598,"v1.5.18.RELEASE","   Upgrade to Appengine Sdk 1.9.67 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/14955)",,,,,,,,,,,,,
6600,"v2.1.0.RELEASE","   Rename spring-boot-starter-oauth2-oidc-client to spring-boot-starter-oauth2-client ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14951)",,,,,,,,,,,,,
6601,"v2.1.0.RELEASE","   Add starter for OAuth2 resource server ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14950)",,,,,,,,,,,
6602,"v2.1.0.RELEASE","   Support parameterizedContainer for ConditionalOnBean and ConditionalOnMissingBean ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14940)",,,,,,,,,,,,,
6603,"v2.1.0.RELEASE","   Avoid unwanted logging by making auto-configured applicationTaskExecutor bean lazy ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14934)",,,,,,,,,,,
6604,"v2.1.0.RELEASE","   Rename DatabaseDriver#SAP to DatabaseDriver#HANA ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14918)",,,,,,,,,,,,,
6605,"v2.1.0.RELEASE","   Skip restarter not only for JUnit4 but also for JUnit5 ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14915)",,,,,,,,,,,
6606,"v2.1.0.RELEASE","   Use cluster endpoint in Jest HealthIndicator ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14914)",,,,,,,,,,,
6607,"v2.1.0.RELEASE","   Add Log Output when DevTools restart is disabled ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14807)",,,,,,,,,,,
6608,"v2.1.0.RELEASE","   Create @ConditionalOnMissingServletFilter ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/7475)",,,,,,,,,,,,,
6609,"v2.1.0.RELEASE","   Restore isPositive check for maxHttpHeaderSize ","  Bug fixes",,,,"https://github.com/spring-projects/spring-boot/pull/14986)",,,,,,,,,,,
6610,"v2.1.0.RELEASE","   ApplicationConversionService is not binary compatibility with 2.0.x ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14938)",,,,,,,,,,,,,
6611,"v2.1.0.RELEASE","   Web Services starter depends on a missing mimepull version ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14924)",,,,,,,,,,,,,
6612,"v2.1.0.RELEASE","   2.1.0.RC1, startup failed by Log4j2Metrics bean creation when third party library depends on log4j-core ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14883)",,,,,,,,,,,,,
6613,"v2.1.0.RELEASE","   Upgrade to 2.1.0.RC1 breaks message source with DevTools ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14882)",,,,,,,,,,,,,
6614,"v2.1.0.RELEASE","   Support primary beans with ApplicationContextAssert.getBean ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14874)",,,,,,,,,,,,,
6615,"v2.1.0.RELEASE","   Upgrade to Thymeleaf Extras Springsecurity 3.0.4.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/15001)",,,,,,,,,,,,,
6616,"v2.1.0.RELEASE","   Upgrade to Joda Time 2.10.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/15000)",,,,,,,,,,,,,
6617,"v2.1.0.RELEASE","   Upgrade to Lettuce 5.1.2.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14999)",,,,,,,,,,,,,
6618,"v2.1.0.RELEASE","   Upgrade to Reactor Californium-SR2 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14992)",,,,,,,,,,,,,
6619,"v2.1.0.RELEASE","   Upgrade to Maven Failsafe Plugin 2.22.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14965)",,,,,,,,,,,,,
6620,"v2.1.0.RELEASE","   Upgrade to Flyway 5.2.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14964)",,,,,,,,,,,,,
6621,"v2.1.0.RELEASE","   Upgrade to Aspectj 1.9.2 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14963)",,,,,,,,,,,,,
6622,"v2.1.0.RELEASE","   Upgrade to Mysql 8.0.13 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14960)",,,,,,,,,,,,,
6623,"v2.1.0.RELEASE","   Upgrade to Undertow 2.0.14.Final ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14959)",,,,,,,,,,,,,
6624,"v2.1.0.RELEASE","   Upgrade to Rxjava2 2.2.3 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14958)",,,,,,,,,,,,,
6625,"v2.1.0.RELEASE","   Upgrade to Hazelcast 3.11 ","  Dependency upgrades",,,,"https://github.com/spring-projects/spring-boot/pull/14949)",,,,,,,,,,,
6626,"v2.1.0.RELEASE","   Upgrade to Spring Kafka 2.2.0.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14892)",,,,,,,,,,,,,
6627,"v2.1.0.RELEASE","   Upgrade to Spring Batch 4.1.0.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14891)",,,,,,,,,,,,,
6628,"v2.1.0.RELEASE","   Upgrade to Micrometer 1.1.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14890)",,,,,,,,,,,,,
6629,"v2.1.0.RELEASE","   Upgrade to Spring Integration 5.1.0.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14889)",,,,,,,,,,,,,
6630,"v2.1.0.RELEASE","   Upgrade to Spring Data Lovelace SR2 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14888)",,,,,,,,,,,,,
6631,"v2.1.0.RELEASE","   Upgrade to Spring Framework 5.1.2.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14887)",,,,,,,,,,,,,
6632,"v2.1.0.RELEASE","   Upgrade to Byte Buddy 1.9.3 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14866)",,,,,,,,,,,,,
6633,"v2.1.0.RELEASE","   Upgrade to Spring Session Bean-RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14733)",,,,,,,,,,,,,
6644,"v2.1.0.RC1","   Thymeleaf 3.0.10 configuration ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14849)",,,,,,,,,,,
6645,"v2.1.0.RC1","   Allow multiple endpoint PathMapper beans to be used ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14841)",,,,,,,,,,,,,
6646,"v2.1.0.RC1","   Auto-configure Micrometer's KairosMeterRegistry ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14821)",,,,,,,,,,,,,
6647,"v2.1.0.RC1","   Auto-configure AppOptics metrics ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14819)",,,,,,,,,,,,,
6648,"v2.1.0.RC1","   Switch from thymeleaf-extras-springsecurity4 to thymeleaf-extras-springsecurity5 ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14806)",,,,,,,,,,,,,
6649,"v2.1.0.RC1","   Auto-configure Micrometer's HumioMeterRegistry ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14804)",,,,,,,,,,,,,
6650,"v2.1.0.RC1","   Introduce Ordered Filter and WebFilter interfaces ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14793)",,,,,,,,,,,,,
6651,"v2.1.0.RC1","   Ensure servlet startup failures are handled consistently ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14790)",,,,,,,,,,,,,
6652,"v2.1.0.RC1","   Add support for customizing Flyway's configuration ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14786)",,,,,,,,,,,,,
6653,"v2.1.0.RC1","   Configure Cassandra JMX Reporting ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14778)",,,,,,,,,,,,,
6654,"v2.1.0.RC1","   Allow ClassPathResources to be filtered by FilteredClassLoader ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14774)",,,,,,,,,,,
6655,"v2.1.0.RC1","   Metadata hint for logging group ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14748)",,,,,,,,,,,,,
6656,"v2.1.0.RC1","   Support ConfigurationProperties BindHandler advisors ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14745)",,,,,,,,,,,,,
6657,"v2.1.0.RC1","   Document standard ""sql"" and ""web"" log groups in the metadata ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14740)",,,,,,,,,,,,,
6658,"v2.1.0.RC1","   Allow construction of HttpTrace objects from custom HttpTraceRepository implementations ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14726)",,,,,,,,,,,,,
6659,"v2.1.0.RC1","   Provide a dedicated hook point for customizing InfluxDB's HTTP client ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14709)",,,,,,,,,,,,,
6660,"v2.1.0.RC1","   Make devtools set `spring.messages.reloadable=true` ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14699)",,,,,,,,,,,,,
6661,"v2.1.0.RC1","   Drop support for ""all"" from management.metrics.distribution.sla ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14684)",,,,,,,,,,,
6662,"v2.1.0.RC1","   Make AssertableApplicationContext interfaces extend ConfigurableApplicationContext ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14650)",,,,,,,,,,,,,
6663,"v2.1.0.RC1","   Load ApplicationContextIntiailizers using the resource loader's class loader ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14641)",,,,,,,,,,,,,
6664,"v2.1.0.RC1","   Make it easier to configure a JOOQ Execution Listener Provider that runs after Boot's default ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14598)",,,,,,,,,,,,,
6665,"v2.1.0.RC1","   Auto-configure binding of Micrometer's JettyServerThreadPoolMetrics ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14591)",,,,,,,,,,,,,
6666,"v2.1.0.RC1","   Auto-configure Neo4J BookmarkManager when possible ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14568)",,,,,,,,,,,
6667,"v2.1.0.RC1","   Create configuration property to enable/disable HiddenHttpMethodFilter with WebFlux ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14520)",,,,,,,,,,,,,
6668,"v2.1.0.RC1","   Add a warning message if PID/LOG location uses fallback ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14519)",,,,,,,,,,,
6669,"v2.1.0.RC1","   Auto-Configure HTTP Resource Factories on Jetty and Reactor servers ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14495)",,,,,,,,,,,,,
6670,"v2.1.0.RC1","   Deprecate properties for configuring Cassandra retry, reconnection and load balancing policies in favour of using a ClusterBuilderCustomizer ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14473)",,,,,,,,,,,,,
6671,"v2.1.0.RC1","   Add auto-config for Prometheus Pushgateway. Fixes  ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14346)",,"https://github.com/spring-projects/spring-boot/pull/14353)",,,,,,,,,,,
6672,"v2.1.0.RC1","   Support more Micrometer histogram properties ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/14139)",,,,,,,,,,,
6673,"v2.1.0.RC1","   Add reactive health indicator for Couchbase ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/13926)",,,,,,,,,,,
6674,"v2.1.0.RC1","   Register SpringBeanContainer with default Hibernate setup ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/13717)",,,,,,,,,,,,,
6675,"v2.1.0.RC1","   Add support for ReloadableResourceBundleMessageSource ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/13377)",,,,,,,,,,,
6676,"v2.1.0.RC1","   Validate `server.servlet.path` does not contain unusual patterns eg `/` ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/13292)",,,,,,,,,,,,,
6677,"v2.1.0.RC1","   Instrument WebFlux.fn to record the URI pattern tag on http.server.requests metric ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/12757)",,,,,,,,,,,,,
6678,"v2.1.0.RC1","   Auto-configure Jersey2 server instrumentation ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/12482)",,,,,,,,,,,
6679,"v2.1.0.RC1","   GitProperties, BuildProperties support encoding. ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/10771)",,,,,,,,,,,
6680,"v2.1.0.RC1","   Invalid target type for logging.group ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14743)",,,,,,,,,,,,,
6681,"v2.1.0.RC1","   WebFluxAutoConfiguration ignores spring.resources.cache.cachecontrol ","  Bug fixes",,,,"https://github.com/spring-projects/spring-boot/pull/14741)",,,,,,,,,,,
6682,"v2.1.0.RC1","   Cannot set enableLoggingRequestDetails via WebFluxConfigurer ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14723)",,,,,,,,,,,,,
6683,"v2.1.0.RC1","   ApplicationContext Failure with [@SpringBootTest] = WebEnvironment.RANDOM_PORT when Management Port Specfied ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14682)",,,,,,,,,,,,,
6684,"v2.1.0.RC1","   ConfigurationPropertyName equals method fails when values start the same ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14665)",,,,,,,,,,,,,
6685,"v2.1.0.RC1","   Publication of DataSourceSchemaCreatedEvent is more prone to creating a cycle than it was in 2.0 ","  Bug fixes",,"https://github.com/spring-projects/spring-boot/issues/14651)",,,,,,,,,,,,,
6686,"v2.1.0.RC1","   Fix a broken table in doc ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/14859)",,,,,,,,,,,
6687,"v2.1.0.RC1","   Repackage goal can be executed twice if the execution id is not provided ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/14835)",,,,,,,,,,,,,
6688,"v2.1.0.RC1","   Document how to enable Hibernate 2nd level cache with JCache ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/14734)",,,,,,,,,,,,,
6689,"v2.1.0.RC1","   Fix actuator endpoint tables in docs ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/14712)",,,,,,,,,,,
6690,"v2.1.0.RC1","   Section header in Actuator API docs for query parameters of retrieving caches by name is incorrect ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/14600)",,,,,,,,,,,
6691,"v2.1.0.RC1","   Provide Kotlin samples alongside existing Groovy samples in Gradle plugin documentation ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/14585)",,,,,,,,,,,
6692,"v2.1.0.RC1","   Update description of the `logger-name` hint ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/14456)",,,,,,,,,,,,,
6693,"v2.1.0.RC1","   Upgrade to Maven Surefire Plugin 2.22.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14870)",,,,,,,,,,,,,
6694,"v2.1.0.RC1","   Upgrade to Spring Amqp 2.1.0.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14869)",,,,,,,,,,,,,
6695,"v2.1.0.RC1","   Upgrade to Influxdb Java 2.14 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14868)",,,,,,,,,,,,,
6696,"v2.1.0.RC1","   Upgrade to Hibernate 5.3.7.Final ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14867)",,,,,,,,,,,,,
6697,"v2.1.0.RC1","   Upgrade to Lettuce 5.1.1.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14865)",,,,,,,,,,,,,
6698,"v2.1.0.RC1","   Upgrade to Sendgrid 4.3.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14864)",,,,,,,,,,,,,
6699,"v2.1.0.RC1","   Upgrade to Hazelcast 3.10.6 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14863)",,,,,,,,,,,,,
6700,"v2.1.0.RC1","   Upgrade to Couchbase Client 2.7.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14862)",,,,,,,,,,,,,
6701,"v2.1.0.RC1","   Upgrade to Groovy 2.5.3 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14825)",,,,,,,,,,,,,
6702,"v2.1.0.RC1","   Upgrade to Micrometer 1.1.0-rc.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14809)",,,,,,,,,,,,,
6703,"v2.1.0.RC1","   Upgrade to Reactor Californium-SR1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14788)",,,,,,,,,,,,,
6704,"v2.1.0.RC1","   Upgrade cassandra-unit-spring to 3.5.0.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14777)",,,,,,,,,,,,,
6705,"v2.1.0.RC1","   Upgrade to Sqlite Jdbc 3.25.2 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14769)",,,,,,,,,,,,,
6706,"v2.1.0.RC1","   Upgrade to Selenium Htmlunit 2.33.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14768)",,,,,,,,,,,,,
6707,"v2.1.0.RC1","   Upgrade to Mockito 2.23.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14767)",,,,,,,,,,,,,
6708,"v2.1.0.RC1","   Upgrade to Kotlin 1.2.71 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14766)",,,,,,,,,,,,,
6709,"v2.1.0.RC1","   Upgrade to Infinispan 9.4.0.Final ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14765)",,,,,,,,,,,,,
6710,"v2.1.0.RC1","   Upgrade to Glassfish Jaxb 2.3.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14764)",,,,,,,,,,,,,
6711,"v2.1.0.RC1","   Upgrade to Flyway 5.2.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14763)",,,,,,,,,,,,,
6712,"v2.1.0.RC1","   Upgrade to Elasticsearch 6.4.2 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14762)",,,,,,,,,,,,,
6713,"v2.1.0.RC1","   Upgrade to Ehcache3 3.6.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14761)",,,,,,,,,,,,,
6714,"v2.1.0.RC1","   Upgrade to Commons Lang3 3.8.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14760)",,,,,,,,,,,,,
6715,"v2.1.0.RC1","   Upgrade to Byte Buddy 1.9.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14759)",,,,,,,,,,,,,
6716,"v2.1.0.RC1","   Upgrade to Javax Jaxws 2.3.1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14758)",,,,,,,,,,,,,
6717,"v2.1.0.RC1","   Upgrade to Netty Tcnative 2.0.17.Final ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14757)",,,,,,,,,,,,,
6718,"v2.1.0.RC1","   Upgrade to Saaj Impl 1.5.0 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14756)",,,,,,,,,,,,,
6719,"v2.1.0.RC1","   Upgrade to Spring Integration 5.1.0.RC2 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14731)",,,,,,,,,,,,,
6720,"v2.1.0.RC1","   Upgrade to Spring Security 5.1.1.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14730)",,,,,,,,,,,,,
6721,"v2.1.0.RC1","   Upgrade to Spring Data Lovelace SR1 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14729)",,,,,,,,,,,,,
6722,"v2.1.0.RC1","   Upgrade to Spring Framework 5.1.1.RELEASE ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14677)",,,,,,,,,,,,,
6723,"v2.1.0.RC1","   Raise the default version of Mongo used with Embedded Mongo to 3.5.5 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14476)",,,,,,,,,,,,,
6724,"v2.1.0.RC1","   Upgrade to Dropwizard Metrics 4.0.3 ","  Dependency upgrades",,"https://github.com/spring-projects/spring-boot/issues/14428)",,,,,,,,,,,,,
6744,"v2.0.6.RELEASE","   Deprecate SecurityPrerequisite ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14846)",,,,,,,,,,,,,
6745,"v2.0.6.RELEASE","   Provide auto-configuration for Thymeleaf's Spring Security 5 dialect and deprecate auto-configuration of the Spring Security 4 dialect ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14828)",,,,,,,,,,,,,
6746,"v2.0.6.RELEASE","   Allow @ConditionalOnEnabledEndpoint to be used on any component ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14787)",,,,,,,,,,,,,
6747,"v2.0.6.RELEASE","   For better compatibility with Flyway 5.1, avoid calling setCallbacks when flywayCallbacks is empty ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/14775)",,,,,,,,,,,,,
