"no","release_tag","content","heading","content_label","issue_link","commit_link","pr_link","content_from","milestone",,,,,,,,,
1920,"v2.2.11.RELEASE","   Incremental compilation does not keep metadata for inner classes ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/10886)",,,,,,,,,,,,,
1921,"v2.2.11.RELEASE","   Remove version elements from Maven plugin documentation ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23909)",,,,,,,,,,,,,
1922,"v2.2.11.RELEASE","   Note that using LiveReload requires Devtools restart to be enabled ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23755)",,,,,,,,,,,
1923,"v2.2.11.RELEASE","   Add upgrading section to reference docs with a link to the wiki ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23610)",,,,,,,,,,,,,
1924,"v2.2.11.RELEASE","   Add example of setting system property in gradle bootRun ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23578)",,,,,,,,,,,,,
1925,"v2.2.11.RELEASE","   Update configuration metadata appendix to remove description for Gradle 4.5 and earlier as it is no longer supported ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23562)",,,,,,,,,,,
1926,"v2.2.11.RELEASE","   Fix link to Log4j's JDK Logging Adapter in reference documentation ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23459)",,,,,,,,,,,
1927,"v2.2.11.RELEASE","   Document support for Java 15 ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23447)",,,,,,,,,,,,,
1928,"v2.2.11.RELEASE","   Note the Kt class name suffix when describing how to configure a Kotlin application's main class name ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23418)",,,,,,,,,,,
1929,"v2.2.11.RELEASE","   Add anchor links to section headers in Gradle plugin reference docs ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23402)",,,,,,,,,,,,,
1930,"v2.2.11.RELEASE","   Revisit hint on using classpath for retrieving templates ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23068)",,,,,,,,,,,,,
1931,"v2.2.11.RELEASE","   Document how to enable h2c via programmatic configuration ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/21997)",,,,,,,,,,,,,
1932,"v2.2.11.RELEASE","   Upgrade to Byte Buddy 1.10.17 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23852)",,,,,,,,,,,,,
1933,"v2.2.11.RELEASE","   Upgrade to Caffeine 2.8.6 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23844)",,,,,,,,,,,,,
1934,"v2.2.11.RELEASE","   Upgrade to Dropwizard Metrics 4.1.14 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23846)",,,,,,,,,,,,,
1935,"v2.2.11.RELEASE","   Upgrade to Elasticsearch 6.8.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23856)",,,,,,,,,,,,,
1936,"v2.2.11.RELEASE","   Upgrade to Hazelcast 3.12.10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23845)",,,,,,,,,,,,,
1937,"v2.2.11.RELEASE","   Upgrade to Hibernate 5.4.22.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23857)",,,,,,,,,,,,,
1938,"v2.2.11.RELEASE","   Upgrade to Hibernate Validator 6.0.21.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23858)",,,,,,,,,,,,,
1939,"v2.2.11.RELEASE","   Upgrade to Httpclient 4.5.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23853)",,,,,,,,,,,,,
1940,"v2.2.11.RELEASE","   Upgrade to Jetty 9.4.33.v20201020 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23855)",,,,,,,,,,,,,
1941,"v2.2.11.RELEASE","   Upgrade to Joda Time 2.10.8 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23850)",,,,,,,,,,,,,
1942,"v2.2.11.RELEASE","   Upgrade to Lombok 1.18.16 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23861)",,,,,,,,,,,,,
1943,"v2.2.11.RELEASE","   Upgrade to Micrometer 1.3.15 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23790)",,,,,,,,,,,,,
1944,"v2.2.11.RELEASE","   Upgrade to Mysql 8.0.22 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23851)",,,,,,,,,,,,,
1945,"v2.2.11.RELEASE","   Upgrade to Neo4j Ogm 3.2.17 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23859)",,,,,,,,,,,,,
1946,"v2.2.11.RELEASE","   Upgrade to Netty 4.1.53.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23847)",,,,,,,,,,,,,
1947,"v2.2.11.RELEASE","   Upgrade to Postgresql 42.2.18 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23860)",,,,,,,,,,,,,
1948,"v2.2.11.RELEASE","   Upgrade to Reactor Dysprosium-SR13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23769)",,,,,,,,,,,,,
1949,"v2.2.11.RELEASE","   Upgrade to RSocket 1.0.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23910)",,,,,,,,,,,,,
1950,"v2.2.11.RELEASE","   Upgrade to Rxjava2 2.2.20 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23848)",,,,,,,,,,,,,
1951,"v2.2.11.RELEASE","   Upgrade to Spring AMQP 2.2.12 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23783)",,,,,,,,,,,,,
1952,"v2.2.11.RELEASE","   Upgrade to Spring Data Moore-SR11 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23776)",,,,,,,,,,,,,
1953,"v2.2.11.RELEASE","   Upgrade to Spring Framework 5.2.10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23773)",,,,,,,,,,,,,
1954,"v2.2.11.RELEASE","   Upgrade to Spring Integration 5.2.9 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23956)",,,,,,,,,,,,,
1955,"v2.2.11.RELEASE","   Upgrade to Spring Kafka 2.3.12 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23786)",,,,,,,,,,,,,
1956,"v2.2.11.RELEASE","   Upgrade to Spring Security 5.2.7.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23862)",,,,,,,,,,,,,
1957,"v2.2.11.RELEASE","   Upgrade to Tomcat 9.0.39 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23854)",,,,,,,,,,,,,
1958,"v2.2.11.RELEASE","   Upgrade to Undertow 2.0.32.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23849)",,,,,,,,,,,,,
1966,"v2.1.18.RELEASE","   `@ConfigurationPropertiesBinding` does not apply Formatter beans ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23576)",,,,,,,,,,,,,
1967,"v2.1.18.RELEASE","   Add upgrading section to reference docs with a link to the wiki ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23529)",,,,,,,,,,,,,
1968,"v2.1.18.RELEASE","   Upgrade to Hibernate Validator 6.0.21.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23840)",,,,,,,,,,,,,
1969,"v2.1.18.RELEASE","   Upgrade to Httpclient 4.5.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23837)",,,,,,,,,,,,,
1970,"v2.1.18.RELEASE","   Upgrade to Jetty 9.4.33.v20201020 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23839)",,,,,,,,,,,,,
1971,"v2.1.18.RELEASE","   Upgrade to Joda Time 2.10.8 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23835)",,,,,,,,,,,,,
1972,"v2.1.18.RELEASE","   Upgrade to Lombok 1.18.16 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23842)",,,,,,,,,,,,,
1973,"v2.1.18.RELEASE","   Upgrade to Micrometer 1.1.19 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23789)",,,,,,,,,,,,,
1974,"v2.1.18.RELEASE","   Upgrade to Mysql 8.0.22 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23836)",,,,,,,,,,,,,
1975,"v2.1.18.RELEASE","   Upgrade to Netty 4.1.53.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23832)",,,,,,,,,,,,,
1976,"v2.1.18.RELEASE","   Upgrade to Postgresql 42.2.18 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23841)",,,,,,,,,,,,,
1977,"v2.1.18.RELEASE","   Upgrade to Reactor Californium-SR22 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23792)",,,,,,,,,,,,,
1978,"v2.1.18.RELEASE","   Upgrade to Rxjava2 2.2.20 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23833)",,,,,,,,,,,,,
1979,"v2.1.18.RELEASE","   Upgrade to Spring Data Lovelace-SR21 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23775)",,,,,,,,,,,,,
1980,"v2.1.18.RELEASE","   Upgrade to Spring Framework 5.1.19 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23772)",,,,,,,,,,,,,
1981,"v2.1.18.RELEASE","   Upgrade to Spring Integration 5.1.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23798)",,,,,,,,,,,,,
1982,"v2.1.18.RELEASE","   Upgrade to Spring Security 5.1.13.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23843)",,,,,,,,,,,,,
1983,"v2.1.18.RELEASE","   Upgrade to Tomcat 9.0.39 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23838)",,,,,,,,,,,,,
1984,"v2.1.18.RELEASE","   Upgrade to Undertow 2.0.32.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23834)",,,,,,,,,,,,,
1985,"v2.4.0-M4","   Improve ConfigData processing code ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23711)",,,,,,,,,,,,,
1986,"v2.4.0-M4","   Apply FailureAnalyzers even if the ApplicationContext was not created ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23710)",,,,,,,,,,,,,
1987,"v2.4.0-M4","   Set platform API version when invoking image builder ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23682)",,,,,,,,,,,,,
1988,"v2.4.0-M4","   Align name of UndertowServletWebServerFactory's eagerInitFilters with Undertow's naming ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23674)",,,,,,,,,,,,,
1989,"v2.4.0-M4","   Add KafkaStream's CleanupConfig properties ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23636)",,,,,,,,,,,
1990,"v2.4.0-M4","   Add a FailureAnalyzer for ConfigDataNotFoundException ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23633)",,,,,,,,,,,
1991,"v2.4.0-M4","   Update default builder image for image builds with buildpacks ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23628)",,,,,,,,,,,
1992,"v2.4.0-M4","   Override Undertow's defaults so that the request URL of a forwarded request is spec-compliant and make it configurable via an application property ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23619)",,,,,,,,,,,,,
1993,"v2.4.0-M4","   Use a Property named mainClass to configure the main class name in the Gradle plugin ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23608)",,,,,,,,,,,,,
1994,"v2.4.0-M4","   Remove org.synchronoss.cloud:nio-multipart-parser from spring-boot-starter-webflux in favour of WebFlux's own parser ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23601)",,,,,,,,,,,,,
1995,"v2.4.0-M4","   Address inconsistencies in enabling configuration properties ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23593)",,,,,,,,,,,,,
1996,"v2.4.0-M4","   Add configuration properties for Flyway 7.0's new configuration options ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23579)",,,,,,,,,,,,,
1997,"v2.4.0-M4","   Use JdbcTransactionManager in favor of DatasourceTransactionManager ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23572)",,,,,,,,,,,
1998,"v2.4.0-M4","   Deprecate HSQL in EmbeddedDatabaseConnection and add HSQLDB as its preferred replacement ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23565)",,,,,,,,,,,
1999,"v2.4.0-M4","   Add configuration option to configure RabbitConnectionFactory's channelRpcTimeout ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23564)",,,,,,,,,,,
2000,"v2.4.0-M4","   Avoid resolving configurations unnecessarily when building a layered jar ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23528)",,,,,,,,,,,,,
2001,"v2.4.0-M4","   Add BootstrapContext methods that deal with missing registrations ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23438)",,,,,,,,,,,,,
2002,"v2.4.0-M4","   Configure the bootBuildInfo task lazily ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23435)",,,,,,,,,,,
2003,"v2.4.0-M4","   When building with Gradle, include project dependencies in the application layer by default and make it easer to customise their location ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23431)",,,,,,,,,,,,,
2004,"v2.4.0-M4","   Allow users to define their own LocaleContextResolver bean when using WebFlux ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23419)",,,,,,,,,,,,,
2005,"v2.4.0-M4","   Add support for Oracle UCP ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23403)",,,,,,,,,,,
2006,"v2.4.0-M4","   Configure Docker host in build plugins ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23400)",,,,,,,,,,,,,
2007,"v2.4.0-M4","   Allow to create a custom RestTemplateBuilder whilst retaining default auto-configuration ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23389)",,,,,,,,,,,,,
2008,"v2.4.0-M4","   Don't apply MeterFilter to auto-configured composite registry ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23381)",,,,,,,,,,,,,
2009,"v2.4.0-M4","   Add configuration option to customize RSocketServer's fragment size ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23247)",,,,,,,,,,,,,
2010,"v2.4.0-M4","   Improve CassandraHealthIndicator with more robust mechanism ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/23041)",,,,,,,,,,,
2011,"v2.4.0-M4","   Allow binding to collections when a boolean 'is' method also exists ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/23007)",,,,,,,,,,,,,
2012,"v2.4.0-M4","   Stop registering the default servlet by default ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/22915)",,,,,,,,,,,,,
2013,"v2.4.0-M4","   Add support for Redis 6 authentication with username ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/22702)",,,,,,,,,,,,,
2014,"v2.4.0-M4","   Expose cache metrics for RedisCache ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/22701)",,,,,,,,,,,,,
2015,"v2.4.0-M4","   Configure ApplicationContext's ResourceLoader on RabbitConnectionFactory ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/22332)",,,,,,,,,,,,,
2016,"v2.4.0-M4","   Add origin support for empty YAML list and map ","  New Features",,,,"https://github.com/spring-projects/spring-boot/pull/21704)",,,,,,,,,,,
2017,"v2.4.0-M4","   Add support for publishing docker images to a registry ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/21001)",,,,,,,,,,,,,
2018,"v2.4.0-M4","   Add support for Hazelcast 4 ","  New Features",,"https://github.com/spring-projects/spring-boot/issues/20856)",,,,,,,,,,,,,
2019,"v2.4.0-M4","   Setting server.undertow.eager-filter-init has no effect ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23677)",,,,,,,,,,,,,
2020,"v2.4.0-M4","   `@ConfigurationPropertiesBinding` does not apply Formatter beans ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23615)",,,,,,,,,,,,,
2021,"v2.4.0-M4","   spring-boot-configuration-processor prevents builds from being incremental when source retention annotations are present ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23580)",,,,,,,,,,,,,
2022,"v2.4.0-M4","   H2 Console error with AbstractRoutingDataSource ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23570)",,,,,,,,,,,,,
2023,"v2.4.0-M4","   When using embedded Jetty, an error response to a HEAD request has a body ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23557)",,,,,,,,,,,,,
2024,"v2.4.0-M4","   Custom layer definition does not pick up snapshots ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23541)",,,,,,,,,,,,,
2025,"v2.4.0-M4","   Datasource initialisation with JPA schema configured in deferred mode happens asynchronously ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23535)",,,,,,,,,,,,,
2026,"v2.4.0-M4","   Dependency management for Netty tcNative does not include its netty-tcnative module ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23509)",,,,,,,,,,,,,
2027,"v2.4.0-M4","   PropertiesLauncher requires spring-core on the classpath ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23501)",,,,,,,,,,,,,
2028,"v2.4.0-M4","   Log4j's tag library doesn't work out of the box as log4j-.jar is skipped by default ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23482)",,,,,,,,,,,,,
2029,"v2.4.0-M4","   DataSourceBuilder should only alias a property when the expected DataSource is configured ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23480)",,,,,,,,,,,,,
2030,"v2.4.0-M4","   Unexpected application context cache hit when testing with SpringBootTest webEnvironment MOCK and DEFINED_PORT ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23478)",,,,,,,,,,,,,
2031,"v2.4.0-M4","   Log4j2 configuration is not picking up some properties ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23430)",,,,,,,,,,,,,
2032,"v2.4.0-M4","   Flyway configuration ignores init-sqls when using spring.datasource. properties ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23409)",,,,,,,,,,,,,
2033,"v2.4.0-M4","   Kubernetes configmap hidden files are exposed as property sources ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/23232)",,,,,,,,,,,,,
2034,"v2.4.0-M4","   Fix XML tag in image publishing example ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23632)",,,,,,,,,,,
2035,"v2.4.0-M4","   Document that `@DataNeo4jTest` does not support transactional tests with a reactive setup ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23630)",,,,,,,,,,,,,
2036,"v2.4.0-M4","   Document that a reactive transaction manager is not auto-configured with Spring Data Neo4j ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23629)",,,,,,,,,,,,,
2037,"v2.4.0-M4","   Document how JAVA_OPTS can be used with the buildpack ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23626)",,,,,,,,,,,,,
2038,"v2.4.0-M4","   Add example of default Cloud Native Buildpacks Builder ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23623)",,,,,,,,,,,,,
2039,"v2.4.0-M4","   Add upgrading section to reference docs with a link to the wiki ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23612)",,,,,,,,,,,,,
2040,"v2.4.0-M4","   Add example of setting system property in gradle bootRun ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23599)",,,,,,,,,,,,,
2041,"v2.4.0-M4","   Fix typos in reference documentation and contributing guidelines ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23573)",,,,,,,,,,,,,
2042,"v2.4.0-M4","   Update configuration metadata appendix to remove description for Gradle 4.5 and earlier as it is no longer supported ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23568)",,,,,,,,,,,,,
2043,"v2.4.0-M4","   Provide both properties and YAML for each configuration properties example ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23515)",,,,,,,,,,,,,
2044,"v2.4.0-M4","   Add reference to desensitization spring boot starter ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23507)",,,,,,,,,,,
2045,"v2.4.0-M4","   Fix typos ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23465)",,,,,,,,,,,
2046,"v2.4.0-M4","   Fix link to Log4j's JDK Logging Adapter in reference documentation ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23462)",,,,,,,,,,,,,
2047,"v2.4.0-M4","   Fix typo ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/23456)",,,,,,,,,,,
2048,"v2.4.0-M4","   Revisit hint on using classpath for retrieving templates ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23453)",,,,,,,,,,,,,
2049,"v2.4.0-M4","   Note the Kt class name suffix when describing how to configure a Kotlin application's main class name ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23423)",,,,,,,,,,,,,
2050,"v2.4.0-M4","   Add anchor links to section headers in Gradle and Maven plugin reference docs ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/23407)",,,,,,,,,,,,,
2051,"v2.4.0-M4","   Upgrade to Byte Buddy 1.10.17 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23639)",,,,,,,,,,,,,
2052,"v2.4.0-M4","   Upgrade to Caffeine 2.8.6 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23640)",,,,,,,,,,,,,
2053,"v2.4.0-M4","   Upgrade to Commons DBCP2 2.8.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23641)",,,,,,,,,,,,,
2054,"v2.4.0-M4","   Upgrade to Couchbase Client 3.0.9 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23642)",,,,,,,,,,,,,
2055,"v2.4.0-M4","   Upgrade to Dropwizard Metrics 4.1.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23643)",,,,,,,,,,,,,
2056,"v2.4.0-M4","   Upgrade to Elasticsearch 7.9.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23644)",,,,,,,,,,,,,
2057,"v2.4.0-M4","   Upgrade to Flyway 7.0.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23645)",,,,,,,,,,,,,
2058,"v2.4.0-M4","   Upgrade to Hazelcast 4.0.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23475)",,,,,,,,,,,,,
2059,"v2.4.0-M4","   Upgrade to Hazelcast Hibernate5 2.1.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23476)",,,,,,,,,,,,,
2060,"v2.4.0-M4","   Upgrade to Hibernate 5.4.22.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23646)",,,,,,,,,,,,,
2061,"v2.4.0-M4","   Upgrade to Hibernate Validator 6.1.6.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23647)",,,,,,,,,,,,,
2062,"v2.4.0-M4","   Upgrade to HtmlUnit 2.44.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23648)",,,,,,,,,,,,,
2063,"v2.4.0-M4","   Upgrade to HttpClient 4.5.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23649)",,,,,,,,,,,,,
2064,"v2.4.0-M4","   Upgrade to Infinispan 11.0.4.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23650)",,,,,,,,,,,,,
2065,"v2.4.0-M4","   Upgrade to Jackson Bom 2.11.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23651)",,,,,,,,,,,,,
2066,"v2.4.0-M4","   Upgrade to Jersey 2.32 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23652)",,,,,,,,,,,,,
2067,"v2.4.0-M4","   Upgrade to Jetty 9.4.32.v20200930 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23653)",,,,,,,,,,,,,
2068,"v2.4.0-M4","   Upgrade to jOOQ 3.13.5 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23654)",,,,,,,,,,,,,
2069,"v2.4.0-M4","   Upgrade to JUnit 4.13.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23655)",,,,,,,,,,,,,
2070,"v2.4.0-M4","   Upgrade to Kotlin 1.4.10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23656)",,,,,,,,,,,,,
2071,"v2.4.0-M4","   Upgrade to Kotlin Coroutines 1.4.0-M1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23678)",,,,,,,,,,,,,
2072,"v2.4.0-M4","   Upgrade to Lettuce 6.0.0.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23657)",,,,,,,,,,,,,
2073,"v2.4.0-M4","   Upgrade to Liquibase 3.10.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23658)",,,,,,,,,,,,,
2074,"v2.4.0-M4","   Upgrade to Lombok 1.18.14 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23659)",,,,,,,,,,,,,
2075,"v2.4.0-M4","   Upgrade to MariaDB 2.7.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23660)",,,,,,,,,,,,,
2076,"v2.4.0-M4","   Upgrade to Mockito 3.5.13 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23661)",,,,,,,,,,,,,
2077,"v2.4.0-M4","   Upgrade to OAuth2 OIDC SDK 8.22 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23673)",,,,,,,,,,,,,
2078,"v2.4.0-M4","   Upgrade to Postgresql 42.2.17 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23662)",,,,,,,,,,,,,
2079,"v2.4.0-M4","   Upgrade to QueryDSL 4.4.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23663)",,,,,,,,,,,,,
2080,"v2.4.0-M4","   Upgrade to Reactor 2020.0.0-RC2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23621)",,,,,,,,,,,,,
2081,"v2.4.0-M4","   Upgrade to RSocket 1.1.0-RC1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23637)",,,,,,,,,,,,,
2082,"v2.4.0-M4","   Upgrade to RxJava2 2.2.20 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23664)",,,,,,,,,,,,,
2083,"v2.4.0-M4","   Upgrade to Selenium HtmlUnit 2.44.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23665)",,,,,,,,,,,,,
2084,"v2.4.0-M4","   Upgrade to SendGrid 4.6.6 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23666)",,,,,,,,,,,,,
2085,"v2.4.0-M4","   Upgrade to Spring AMQP 2.3.0-RC1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/23680)",,,,,,,,,,,,,
